,long,lat,year,TimePeriod,RCP,scenario,treecanopy_percent,Ann_Herb_percent,Bare_percent,Herb_percent,Litter_percent,Shrub_percent,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,T_Winter,T_Summer,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
122,-110.047,37.604,2023,NT,8.5,sc52,0.0,0.0,78.505,4.673,10.28,0.0,0.0,5.309,34.847,57.0,0.211,10.36,11.15,1.116,24.373,35.32,-16.73,0.087,0.108,0.046,0.058
123,-110.047,37.604,2023,NT,8.5,sc51,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.721,37.725,49.0,0.001,7.57,4.33,3.866,24.61,38.85,-10.83,0.135,0.093,0.042,0.106
124,-110.047,37.604,2023,NT,8.5,sc50,0.0,0.0,78.505,4.673,10.28,0.0,0.0,5.51,34.988,48.0,0.497,11.77,15.12,4.162,23.365,36.4,-9.97,0.134,0.087,0.052,0.103
125,-110.047,37.604,2023,NT,8.5,sc49,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.653,35.382,68.0,0.504,7.84,10.62,1.866,23.755,35.82,-10.02,0.135,0.075,0.052,0.106
126,-110.047,37.604,2023,NT,8.5,sc55,0.0,0.0,78.505,4.673,10.28,0.0,0.0,7.275,35.99,67.0,0.734,6.67,17.91,1.913,23.899,37.45,-11.81,0.079,0.076,0.057,0.095
127,-110.047,37.604,2023,NT,8.5,sc56,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.267,35.186,76.0,0.178,3.76,9.96,-0.037,24.509,35.91,-10.87,0.095,0.08,0.046,0.063
128,-110.047,37.604,2023,NT,8.5,sc48,0.0,0.0,78.505,4.673,10.28,0.0,0.0,5.446,36.289,76.0,0.746,3.73,15.04,0.127,24.422,37.96,-19.41,0.083,0.05,0.057,0.071
129,-110.047,37.604,2023,NT,8.5,sc45,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.678,36.556,54.0,0.04,6.96,7.6,3.402,25.152,37.72,-10.3,0.086,0.065,0.043,0.051
130,-110.047,37.604,2023,NT,8.5,sc44,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.038,35.932,55.0,0.52,8.45,8.61,3.509,23.998,36.49,-10.82,0.111,0.102,0.052,0.078
131,-110.047,37.604,2023,NT,8.5,sc43,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.132,37.034,67.0,0.447,6.07,10.37,2.595,24.468,37.74,-14.57,0.132,0.078,0.051,0.076
132,-110.047,37.604,2023,NT,8.5,sc42,0.0,0.0,78.505,4.673,10.28,0.0,0.0,5.243,35.907,59.0,0.368,4.29,11.87,3.792,23.469,37.34,-10.85,0.082,0.061,0.049,0.076
133,-110.047,37.604,2023,NT,4.5,sc41,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.322,37.077,71.0,0.066,5.81,5.21,0.761,24.585,40.11,-10.95,0.065,0.072,0.043,0.049
134,-110.047,37.604,2023,NT,4.5,sc40,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.489,33.932,80.0,0.0,6.37,5.26,0.601,22.722,35.72,-11.47,0.093,0.081,0.042,0.049
135,-110.047,37.604,2023,NT,8.5,sc46,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.883,36.75,85.0,0.042,4.75,4.74,1.795,24.195,38.12,-12.74,0.091,0.063,0.042,0.101
136,-110.047,37.604,2023,NT,8.5,sc57,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.603,38.434,72.0,0.139,14.99,5.74,2.263,24.987,40.77,-12.59,0.139,0.076,0.044,0.066
137,-110.047,37.604,2023,NT,8.5,sc61,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.442,37.412,86.0,0.015,6.2,3.95,-1.439,25.295,38.45,-20.12,0.099,0.093,0.042,0.052
138,-110.047,37.604,2023,NT,8.5,sc60,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.598,37.118,77.0,0.009,3.14,4.76,1.755,24.05,37.87,-7.95,0.085,0.054,0.042,0.05
139,-110.047,37.604,2023,NT,8.5,sc59,0.0,0.0,78.505,4.673,10.28,0.0,0.0,5.644,36.902,83.0,0.251,7.23,13.41,-1.346,24.683,38.16,-16.05,0.078,0.083,0.047,0.066
140,-110.047,37.604,2023,NT,8.5,sc58,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.041,39.658,75.0,0.0,5.87,3.01,1.953,26.585,40.39,-11.59,0.058,0.06,0.041,0.074
141,-110.047,37.604,2023,NT,4.5,sc39,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.614,36.435,80.0,0.393,7.2,11.85,-1.573,25.009,37.27,-23.52,0.082,0.063,0.049,0.066
142,-110.047,37.604,2023,NT,4.5,sc38,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.495,38.468,73.0,0.227,9.09,9.57,0.619,24.705,40.91,-14.22,0.122,0.078,0.046,0.074
143,-110.047,37.604,2023,NT,4.5,sc37,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.471,38.613,60.0,0.0,6.03,1.63,2.824,26.289,39.55,-10.05,0.083,0.059,0.041,0.085
144,-110.047,37.604,2023,NT,4.5,sc35,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.311,37.174,71.0,0.043,4.1,6.61,1.617,24.47,38.39,-11.03,0.076,0.052,0.043,0.092
145,-110.047,37.604,2023,NT,4.5,sc33,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.544,35.93,72.0,0.178,5.87,10.01,0.14,23.417,37.03,-12.64,0.13,0.087,0.045,0.088
146,-110.047,37.604,2023,NT,4.5,sc32,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.199,38.634,78.0,0.12,2.18,7.14,3.054,25.64,38.95,-8.24,0.068,0.057,0.044,0.103
147,-110.047,37.604,2023,NT,4.5,sc31,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.903,36.594,89.0,1.075,3.33,14.18,-1.189,23.745,38.1,-18.38,0.111,0.063,0.064,0.087
148,-110.047,37.604,2023,NT,4.5,sc30,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.348,37.086,76.0,0.016,10.94,4.82,-0.6,24.847,38.37,-17.11,0.103,0.086,0.041,0.12
149,-110.047,37.604,2023,NT,4.5,sc29,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.335,36.029,74.0,0.029,4.83,7.62,0.421,23.19,37.9,-20.55,0.059,0.061,0.043,0.068
150,-110.047,37.604,2023,NT,4.5,sc28,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.62,35.883,86.0,0.0,2.4,3.78,-0.359,24.228,36.81,-19.06,0.051,0.042,0.041,0.099
151,-110.047,37.604,2023,NT,4.5,sc27,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.329,36.179,68.0,0.0,4.38,4.9,3.218,23.473,37.38,-11.19,0.067,0.052,0.042,0.057
152,-110.047,37.604,2023,NT,4.5,sc26,0.0,0.0,78.505,4.673,10.28,0.0,0.0,0.504,36.932,73.0,0.0,8.2,0.49,1.631,24.072,38.12,-10.31,0.066,0.088,0.04,0.046
153,-110.047,37.604,2023,NT,4.5,sc25,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.992,36.488,56.0,0.691,12.93,15.35,2.031,25.119,38.72,-14.78,0.112,0.089,0.056,0.045
154,-110.047,37.604,2023,NT,4.5,sc24,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.887,37.858,75.0,0.0,3.35,2.47,1.611,26.124,38.33,-10.07,0.117,0.067,0.041,0.043
155,-110.047,37.604,2023,NT,4.5,sc23,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.245,35.135,82.0,0.002,10.58,6.12,0.084,23.758,36.64,-12.08,0.134,0.082,0.042,0.059
156,-110.047,37.604,2023,NT,4.5,sc22,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.349,36.829,78.0,0.008,2.97,5.31,0.75,24.557,38.5,-13.45,0.053,0.049,0.042,0.079
157,-110.047,37.604,2023,NT,4.5,sc34,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.154,37.719,65.0,0.001,5.92,4.89,2.544,25.799,38.94,-9.67,0.109,0.092,0.041,0.065
158,-110.047,37.604,2023,NT,4.5,sc36,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.8,35.403,66.0,0.235,10.35,8.69,1.692,24.427,36.15,-11.96,0.133,0.099,0.046,0.112
159,-110.047,37.604,2024,NT,4.5,sc29,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.169,36.414,68.0,0.0,10.08,3.43,2.225,24.727,37.09,-11.23,0.118,0.095,0.041,0.071
160,-110.047,37.604,2024,NT,4.5,sc30,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.302,34.054,73.0,0.372,15.89,13.5,0.862,22.482,35.08,-11.44,0.136,0.089,0.049,0.068
161,-110.047,37.604,2024,NT,4.5,sc31,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.105,39.176,57.0,0.0,4.64,1.5,4.057,24.275,40.15,-7.36,0.127,0.102,0.04,0.046
162,-110.047,37.604,2024,NT,4.5,sc32,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.865,36.233,75.0,0.073,9.2,7.04,1.084,24.82,37.07,-14.21,0.135,0.081,0.043,0.088
163,-110.047,37.604,2024,NT,4.5,sc33,0.0,0.0,78.505,4.673,10.28,0.0,0.0,5.54,35.655,78.0,1.381,8.2,18.72,0.676,23.321,36.85,-14.53,0.109,0.091,0.07,0.098
164,-110.047,37.604,2024,NT,4.5,sc34,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.079,36.367,73.0,0.453,8.99,8.28,-0.318,24.712,37.32,-24.16,0.135,0.084,0.051,0.098
165,-110.047,37.604,2024,NT,4.5,sc28,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.807,37.183,63.0,0.073,12.24,6.14,1.85,24.419,38.24,-11.53,0.134,0.078,0.043,0.053
166,-110.047,37.604,2024,NT,4.5,sc35,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.549,36.583,70.0,0.571,2.71,7.64,3.059,24.576,37.62,-9.07,0.089,0.09,0.053,0.068
167,-110.047,37.604,2024,NT,4.5,sc37,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.179,39.336,64.0,0.278,2.28,9.45,3.423,26.558,41.56,-8.7,0.082,0.058,0.047,0.098
168,-110.047,37.604,2024,NT,4.5,sc38,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.213,38.611,62.0,0.003,7.0,5.75,2.723,24.404,39.48,-10.14,0.113,0.096,0.042,0.057
169,-110.047,37.604,2024,NT,4.5,sc39,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.537,38.254,74.0,0.027,4.34,3.68,1.464,25.558,38.97,-12.6,0.054,0.044,0.042,0.048
170,-110.047,37.604,2024,NT,4.5,sc40,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.813,36.256,89.0,0.204,6.91,6.48,-2.428,24.721,37.48,-16.63,0.052,0.063,0.046,0.063
171,-110.047,37.604,2024,NT,4.5,sc41,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.512,37.647,81.0,0.0,3.5,4.13,1.126,25.455,38.71,-10.0,0.052,0.044,0.042,0.046
172,-110.047,37.604,2024,NT,8.5,sc42,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.366,37.904,81.0,0.351,9.59,8.8,-0.2,25.013,39.5,-14.35,0.133,0.096,0.048,0.044
173,-110.047,37.604,2024,NT,4.5,sc36,0.0,0.0,78.505,4.673,10.28,0.0,0.0,5.628,36.475,67.0,1.031,2.84,16.86,2.067,23.242,37.96,-16.06,0.122,0.084,0.063,0.076
174,-110.047,37.604,2024,NT,4.5,sc27,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.852,36.854,63.0,0.0,12.22,2.17,1.303,24.743,37.54,-14.46,0.136,0.089,0.041,0.059
175,-110.047,37.604,2024,NT,4.5,sc26,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.421,36.783,79.0,0.0,1.59,3.24,2.702,25.813,38.1,-7.25,0.044,0.042,0.041,0.048
176,-110.047,37.604,2024,NT,4.5,sc25,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.799,38.377,82.0,0.001,12.8,4.33,0.325,26.326,39.35,-16.55,0.132,0.091,0.042,0.042
177,-110.047,37.604,2024,NT,4.5,sc22,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.922,35.346,65.0,0.229,6.88,8.61,2.922,23.532,35.82,-11.96,0.133,0.087,0.047,0.084
178,-110.047,37.604,2024,NT,4.5,sc23,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.304,38.806,68.0,0.088,4.49,6.71,2.304,24.821,40.15,-16.39,0.084,0.075,0.044,0.088
179,-110.047,37.604,2024,NT,4.5,sc24,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.379,35.949,61.0,0.052,4.72,8.56,4.064,24.352,36.66,-12.35,0.075,0.061,0.043,0.063
180,-110.047,37.604,2024,NT,8.5,sc43,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.653,36.784,80.0,0.0,5.83,4.02,1.233,24.36,38.22,-16.29,0.127,0.093,0.041,0.103
181,-110.047,37.604,2024,NT,8.5,sc44,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.272,36.944,71.0,0.184,5.65,8.22,0.532,25.907,37.31,-15.64,0.121,0.086,0.045,0.103
182,-110.047,37.604,2024,NT,8.5,sc45,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.815,38.04,69.0,0.003,5.06,3.08,2.037,26.122,38.94,-12.92,0.107,0.064,0.041,0.084
183,-110.047,37.604,2024,NT,8.5,sc46,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.91,37.328,80.0,0.003,2.6,2.2,1.919,25.082,37.92,-7.24,0.088,0.053,0.041,0.06
184,-110.047,37.604,2024,NT,8.5,sc47,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.149,37.664,61.0,0.048,3.18,5.51,3.493,25.527,38.93,-7.22,0.082,0.068,0.043,0.061
185,-110.047,37.604,2024,NT,8.5,sc48,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.48,36.672,81.0,0.0,2.48,2.26,1.019,24.356,38.01,-11.14,0.054,0.044,0.041,0.043
186,-110.047,37.604,2024,NT,8.5,sc49,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.088,35.654,69.0,0.107,5.17,4.43,1.272,24.339,36.33,-14.99,0.129,0.079,0.044,0.052
187,-110.047,37.604,2024,NT,8.5,sc50,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.628,36.902,66.0,0.001,5.77,4.67,2.433,23.836,38.51,-12.75,0.127,0.092,0.042,0.073
188,-110.047,37.604,2024,NT,8.5,sc51,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.707,36.04,83.0,0.043,13.32,7.76,-0.543,25.038,36.46,-16.1,0.138,0.09,0.043,0.104
189,-110.047,37.604,2024,NT,8.5,sc52,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.259,38.143,57.0,0.108,8.13,6.35,2.581,25.726,39.01,-16.35,0.121,0.097,0.044,0.104
190,-110.047,37.604,2024,NT,8.5,sc53,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.905,37.076,73.0,0.0,2.02,2.44,1.637,24.679,38.03,-11.29,0.045,0.056,0.041,0.079
191,-110.047,37.604,2024,NT,8.5,sc54,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.059,37.797,82.0,0.0,6.86,1.28,-0.645,26.848,38.4,-17.19,0.113,0.088,0.041,0.054
192,-110.047,37.604,2024,NT,8.5,sc55,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.002,39.43,72.0,0.0,5.64,1.35,1.857,26.522,40.45,-21.13,0.103,0.09,0.04,0.099
193,-110.047,37.604,2024,NT,8.5,sc56,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.67,38.63,79.0,0.016,5.74,4.84,1.784,24.332,39.55,-12.46,0.092,0.068,0.042,0.099
194,-110.047,37.604,2024,NT,8.5,sc57,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.411,37.336,52.0,0.099,5.96,7.51,3.852,24.652,38.62,-11.87,0.086,0.098,0.044,0.061
195,-110.047,37.604,2024,NT,8.5,sc58,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.115,42.401,57.0,0.043,6.76,3.55,2.623,27.745,47.1,-11.34,0.128,0.073,0.042,0.048
196,-110.047,37.604,2024,NT,8.5,sc59,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.762,36.404,69.0,0.233,15.2,8.99,1.67,24.341,37.77,-10.18,0.103,0.078,0.047,0.062
197,-110.047,37.604,2024,NT,8.5,sc60,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.361,37.28,74.0,0.103,1.78,7.92,1.974,24.699,37.71,-10.28,0.069,0.047,0.044,0.091
198,-110.047,37.604,2024,NT,8.5,sc61,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.335,37.669,45.0,0.039,3.88,4.13,5.475,25.217,38.89,-7.07,0.1,0.062,0.042,0.073
199,-110.046,37.603,1980,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,1.5,36.16,75.0,0.034,13.79,2.69,0.965,23.159,37.05,-12.45,0.121,0.095,0.047,0.058
200,-110.046,37.603,1980,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,1.523,36.16,75.0,0.101,13.79,2.69,0.965,23.159,37.05,-12.45,0.113,0.095,0.047,0.055
201,-110.046,37.603,1981,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,5.288,36.08,79.0,0.042,2.25,9.39,3.334,23.271,37.55,-9.35,0.053,0.058,0.048,0.085
202,-110.046,37.603,1981,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,5.088,36.08,79.0,0.039,2.25,9.39,3.334,23.271,37.55,-9.35,0.055,0.064,0.048,0.098
203,-110.046,37.603,1982,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,4.475,34.79,83.0,0.285,4.12,9.5,-0.016,22.057,36.65,-16.55,0.086,0.055,0.051,0.065
204,-110.046,37.603,1982,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,4.375,34.99,83.0,0.193,4.12,9.5,-0.016,22.057,36.65,-16.55,0.105,0.066,0.052,0.072
205,-110.046,37.603,1983,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,5.279,33.69,85.0,0.108,7.09,10.22,0.409,21.328,34.55,-15.05,0.1,0.105,0.05,0.067
206,-110.046,37.603,1983,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,5.128,33.69,85.0,0.104,7.09,10.22,0.409,21.328,34.55,-15.05,0.125,0.104,0.05,0.078
207,-110.046,37.603,1984,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,5.205,34.01,91.0,0.052,4.77,9.49,-1.047,21.96,35.35,-18.45,0.115,0.067,0.049,0.076
208,-110.046,37.603,1984,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,5.384,34.01,91.0,0.058,4.77,9.49,-1.047,21.96,35.35,-18.45,0.091,0.054,0.049,0.067
209,-110.046,37.603,1985,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,2.132,36.32,87.0,0.108,7.66,4.81,-0.94,23.389,37.55,-18.15,0.118,0.105,0.049,0.112
210,-110.046,37.603,1985,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,2.172,36.32,87.0,0.164,7.66,4.81,-0.94,23.389,37.55,-18.15,0.094,0.09,0.049,0.105
211,-110.046,37.603,1986,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,4.407,34.18,74.0,0.116,2.19,9.85,2.294,22.451,35.05,-11.45,0.114,0.064,0.05,0.113
212,-110.046,37.603,1986,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,4.55,34.18,74.0,0.174,2.19,9.85,2.294,22.451,35.05,-11.45,0.112,0.062,0.05,0.098
213,-110.046,37.603,1987,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,4.462,33.22,85.0,0.471,6.03,11.04,-0.41,22.016,34.25,-14.15,0.126,0.079,0.054,0.084
214,-110.046,37.603,1987,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,4.395,33.22,85.0,0.315,6.03,11.04,-0.41,22.016,34.25,-14.15,0.128,0.084,0.055,0.087
215,-110.046,37.603,1988,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,4.531,34.69,86.0,0.029,5.44,7.98,-1.257,23.25,35.75,-16.15,0.115,0.072,0.048,0.052
216,-110.046,37.603,1988,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,4.346,34.69,86.0,0.028,5.44,7.98,-1.257,23.25,35.75,-16.15,0.115,0.078,0.048,0.054
217,-110.046,37.603,1989,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,3.253,36.62,86.0,0.149,5.13,6.69,-1.844,22.512,38.25,-19.65,0.053,0.053,0.049,0.047
218,-110.046,37.603,1989,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,3.191,36.62,86.0,0.098,5.13,6.69,-1.844,22.512,38.25,-19.65,0.055,0.057,0.05,0.047
219,-110.046,37.603,1990,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,3.09,36.15,82.0,0.025,3.52,5.41,-0.097,23.234,37.35,-14.65,0.049,0.049,0.047,0.069
220,-110.046,37.603,1990,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,2.998,36.15,82.0,0.015,3.52,5.41,-0.097,23.234,37.35,-14.65,0.049,0.05,0.047,0.08
221,-110.046,37.603,1991,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,4.039,33.69,84.0,0.02,4.85,6.39,-2.094,22.31,34.85,-24.55,0.061,0.059,0.048,0.073
222,-110.046,37.603,1991,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,3.927,33.69,84.0,0.016,4.85,6.39,-2.094,22.31,34.85,-24.55,0.078,0.072,0.048,0.079
223,-110.046,37.603,1992,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,3.619,33.4,85.0,0.019,6.39,5.95,-1.282,21.676,34.35,-14.35,0.115,0.09,0.048,0.065
224,-110.046,37.603,1992,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,3.71,33.4,85.0,0.023,6.39,5.95,-1.282,21.676,34.35,-14.35,0.11,0.084,0.048,0.06
225,-110.046,37.603,1993,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,2.464,33.72,83.0,0.091,13.81,5.55,-1.297,21.298,34.75,-14.05,0.112,0.09,0.049,0.078
226,-110.046,37.603,1993,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,2.574,33.72,83.0,0.265,13.81,5.55,-1.297,21.298,34.75,-14.05,0.1,0.092,0.048,0.069
227,-110.046,37.603,1994,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,1.992,36.37,84.0,0.0,3.23,2.56,-0.433,24.529,37.35,-14.25,0.07,0.054,0.046,0.065
228,-110.046,37.603,1994,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,2.035,36.37,84.0,0.001,3.23,2.56,-0.433,24.529,37.35,-14.25,0.058,0.052,0.046,0.059
229,-110.046,37.603,1995,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,4.125,35.39,67.0,0.018,7.22,6.76,1.736,22.068,37.25,-10.75,0.121,0.085,0.048,0.048
230,-110.046,37.603,1995,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,4.235,35.39,67.0,0.021,7.22,6.76,1.736,22.068,37.25,-10.75,0.096,0.087,0.048,0.047
231,-110.046,37.603,1996,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,3.118,35.38,66.0,0.001,2.93,4.72,1.551,24.168,36.05,-12.55,0.051,0.048,0.047,0.077
232,-110.046,37.603,1996,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,3.015,35.38,66.0,0.001,2.93,4.72,1.551,24.168,36.05,-12.55,0.053,0.048,0.047,0.091
233,-110.046,37.603,1997,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,3.747,33.52,70.0,0.328,8.04,9.18,0.671,22.102,35.45,-13.85,0.14,0.085,0.056,0.075
234,-110.046,37.603,1997,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,3.798,33.52,70.0,0.322,8.04,9.18,0.671,22.102,35.45,-13.85,0.127,0.084,0.054,0.066
235,-110.046,37.603,1998,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,3.183,35.73,84.0,0.06,5.19,5.69,0.088,22.547,37.25,-11.65,0.089,0.061,0.048,0.093
236,-110.046,37.603,1998,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,3.267,35.73,84.0,0.093,5.19,5.69,0.088,22.547,37.25,-11.65,0.07,0.053,0.048,0.089
237,-110.046,37.603,1999,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,6.163,33.14,73.0,0.31,2.66,14.56,1.833,21.665,34.35,-15.05,0.113,0.062,0.056,0.048
238,-110.046,37.603,1999,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,6.312,33.14,73.0,0.304,2.66,14.56,1.833,21.665,34.35,-15.05,0.113,0.061,0.054,0.047
239,-110.046,37.603,2000,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,3.043,35.94,63.0,0.0,5.1,4.78,1.468,23.942,36.85,-12.65,0.066,0.067,0.047,0.089
240,-110.046,37.603,2000,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,3.179,35.94,63.0,0.001,5.1,4.78,1.468,23.942,36.85,-12.65,0.061,0.058,0.047,0.083
241,-110.046,37.603,2001,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,4.003,35.3,79.0,0.085,6.24,8.13,0.356,23.128,36.05,-12.95,0.116,0.087,0.049,0.048
242,-110.046,37.603,2001,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,4.146,35.3,79.0,0.091,6.24,8.13,0.356,23.128,36.05,-12.95,0.105,0.081,0.049,0.048
243,-110.046,37.603,2002,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,2.229,36.26,86.0,0.0,2.21,3.0,-0.85,24.238,37.25,-14.25,0.065,0.047,0.046,0.09
244,-110.046,37.603,2002,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,2.312,36.26,86.0,0.0,2.21,3.0,-0.85,24.238,37.25,-14.25,0.059,0.047,0.046,0.081
245,-110.046,37.603,2003,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,3.011,36.86,74.0,0.031,5.99,5.4,1.374,24.264,38.15,-12.05,0.068,0.079,0.048,0.086
